Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,ladislak,fakerofchess69,0-1,1590,1867,-26.0,4.0,D06,600+3,Normal,1. d4 d5 2. c4 Nf6 3. Nf3 Bf5 4. Qb3 b6 5. cxd5 Nxd5 6. Nc3 Nf6 7. e3 e6 8. Bc4 Bd6 9. O-O O-O 10. Re1 Ne4 11. Nxe4 Bxe4 12. Be2 Bd5 13. Qd3 c5 14. dxc5 Bxc5 15. b3 Bxf3 16. Bxf3 Qxd3 17. Bxa8 Nd7 18. Bf3 Ne5 19. Rd1 Nxf3+ 20. gxf3 0-1
 Classical ,mikik,elnene,1-0,1571,1871,29.0,-19.0,A00,600+0,Time forfeit,1. b4 d5 2. Bb2 Nf6 3. d3 Bf5 4. Nd2 e6 5. e4 dxe4 6. Bxf6 Qxf6 7. dxe4 Bg6 8. a3 Bd6 9. Ngf3 Nd7 10. Bb5 c6 11. Bc4 O-O 12. O-O Nb6 13. e5 Bxe5 14. Nxe5 Nxc4 15. Ndxc4 Rad8 16. Qe2 Rd4 17. Rad1 Rfd8 18. Rxd4 Rxd4 19. Nxg6 hxg6 20. Rd1 Rf4 21. f3 b5 22. Ne5 Rh4 23. Nxc6 Kh7 24. g3 Rh5 25. g4 Rh3 26. Nxa7 Rxf3 27. Rf1 Qd4+ 28. Kh1 Rxf1+ 29. Qxf1 Qxa7 30. Qh3+ Kg8 31. Qf3 Qd4 32. c3 Qc4 33. Kg2 f6 34. h4 e5 35. Kg3 Qc7 36. Qd5+ Kh7 37. Qxb5 Qxc3+ 38. Kg2 Qxa3 39. Qc4 Qb2+ 40. Kf3 Qa3+ 41. Ke4 Qa8+ 42. Qd5 Qa4 43. Kd3 Qd1+ 44. Kc4 Qxg4+ 45. Kc5 Qg1+ 46. Kc6 Qc1+ 47. Qc5 Qh1+ 48. Kd6 Qxh4 49. b5 Qg3 50. Kc7 e4+ 51. Qd6 Qxd6+ 52. Kxd6 e3 53. b6 e2 54. b7 e1=Q 55. b8=Q Qd2+ 56. Ke7 Qe3+ 57. Kf8 Qe5 58. Qd8 Qc5+ 59. Ke8 Qe5+ 60. Kf8 Qc5+ 61. Ke8 Qb5+ 62. Ke7 1-0
 Classical ,jonny_69,Pawn0,0-1,1610,1818,-5.0,51.0,D01,600+25,Normal,1. d4 { [%eval 0.29] } 1... d5 { [%eval 0.2] } 2. Nc3 { [%eval -0.01] } 2... Nf6 { [%eval 0.0] } 3. Bf4 { [%eval 0.03] } 3... Ne4?! { [%eval 0.65] } 4. Nxe4 { [%eval 0.59] } 4... dxe4 { [%eval 0.62] } 5. e3 { [%eval 0.72] } 5... Nc6 { [%eval 0.76] } 6. Qg4?? { [%eval -10.29] } 6... e6?? { [%eval 0.13] } 7. Bg5? { [%eval -1.12] } 7... Be7? { [%eval 0.66] } 8. Bxe7 { [%eval 0.49] } 8... Qxe7 { [%eval 0.35] } 9. Qxg7 { [%eval 1.22] } 9... Rf8 { [%eval 1.38] } 10. Qxh7? { [%eval -0.41] } 10... Qb4+ { [%eval -0.27] } 11. c3?! { [%eval -0.92] } 11... Qxb2 { [%eval -0.87] } 12. Rd1 { [%eval -0.94] } 12... Qxc3+ { [%eval -0.84] } 13. Rd2 { [%eval -0.91] } 13... Nb4 { [%eval -0.89] } 14. Qxe4 { [%eval -0.9] } 14... Bd7 { [%eval -0.91] } 15. Ne2?! { [%eval -1.42] } 15... Qa1+ { [%eval -1.31] } 16. Rd1 { [%eval -0.98] } 16... Qxa2 { [%eval -1.34] } 17. Qxb7? { [%eval -2.62] } 17... Nc2+ { [%eval -2.63] } 18. Kd2 { [%eval -2.52] } 18... Nxd4+ { [%eval -2.51] } 19. Kd3?? { [%eval -15.06] } 19... Qa3+?? { [%eval -4.09] } 20. Nc3?? { [%eval -13.55] } 20... Bb5+ { [%eval -13.02] } 21. Kxd4?! { [%eval #-5] } 21... Rd8+?? { [%eval -5.24] } 22. Nd5?? { [%eval #-5] } 22... Rxd5+? { [%eval -7.52] } 23. Ke4? { [%eval -11.11] } 23... Qb4+ { [%eval -10.64] } 24. Kf3?! { [%eval #-3] } 24... Rf5+ { [%eval #-2] } 25. Kg3 { [%eval #-2] } 25... Rg8+ { [%eval #-1] } 26. Kh3 { [%eval #-1] } 26... Rh5# 0-1
 Classical ,yamsok,artumbo8,0-1,1658,1860,-5.0,32.0,D00,1800+0,Normal,1. d4 { [%eval 0.15] } 1... d5 { [%eval 0.26] } 2. Bf4 { [%eval 0.12] } 2... Nf6 { [%eval 0.16] } 3. e3 { [%eval 0.14] } 3... Bg4 { [%eval 0.21] } 4. Nf3 { [%eval 0.06] } 4... e6 { [%eval 0.1] } 5. h3 { [%eval -0.06] } 5... Bh5 { [%eval 0.24] } 6. g4 { [%eval 0.15] } 6... Bg6 { [%eval 0.1] } 7. Bd3 { [%eval -0.12] } 7... Be4 { [%eval 0.27] } 8. Bxe4 { [%eval 0.2] } 8... Nxe4 { [%eval 0.13] } 9. Nc3?! { [%eval -0.51] } 9... Bb4 { [%eval -0.47] } 10. Kf1 { [%eval -0.63] } 10... Nc6?! { [%eval 0.31] } 11. Qd3?! { [%eval -0.66] } 11... Bxc3 { [%eval -0.61] } 12. bxc3 { [%eval -0.5] } 12... a6 { [%eval -0.4] } 13. h4 { [%eval -0.49] } 13... f6 { [%eval -0.42] } 14. g5 { [%eval -0.75] } 14... f5? { [%eval 0.4] } 15. Rb1 { [%eval 0.0] } 15... Rb8?! { [%eval 0.75] } 16. Ne5?! { [%eval -0.06] } 16... Nxe5 { [%eval 0.0] } 17. Bxe5 { [%eval 0.0] } 17... O-O { [%eval 0.04] } 18. Rh3 { [%eval -0.22] } 18... b5 { [%eval -0.19] } 19. f3 { [%eval -0.25] } 19... Nd6 { [%eval -0.12] } 20. f4?! { [%eval -0.67] } 20... Ne4 { [%eval -0.7] } 21. h5 { [%eval -0.73] } 21... Kf7 { [%eval -0.36] } 22. h6?! { [%eval -1.18] } 22... g6 { [%eval -1.0] } 23. Ke2 { [%eval -1.37] } 23... Qe7 { [%eval -1.26] } 24. Kf3 { [%eval -1.53] } 24... Qa3 { [%eval -1.3] } 25. Rb3? { [%eval -2.31] } 25... Qxa2 { [%eval -2.13] } 26. Bxc7? { [%eval -3.31] } 26... Rb7 { [%eval -3.24] } 27. Be5 { [%eval -3.24] } 27... Qa1 { [%eval -2.99] } 28. Rh2?? { [%eval -12.17] } 28... Qe1 { [%eval -11.99] } 29. Rg2 { [%eval -11.77] } 29... Qh1 { [%eval -11.01] } 30. Qf1?! { [%eval #-2] } 0-1
 Classical ,s1609m,TimeTravel_00,0-1,1690,1817,-7.0,8.0,D00,600+0,Normal,1. d4 d5 2. e3 Nf6 3. c4 dxc4 4. Bxc4 Bf5 5. Nf3 Be4 6. O-O e6 7. Ne5 Bd6 8. Nc3 a6 9. d5 exd5 10. Bxd5 Bxe5 11. Nxe4 Nxd5 12. Nc5 Qd6 13. Nxb7 Qc6 14. Na5 Qb5 15. Bd2 O-O 16. Qf3 c6 17. b3 Bxa1 18. Rxa1 Nd7 19. e4 N5f6 20. e5 Nxe5 21. Qf4 Nd3 22. Qd6 Ne4 23. Qxc6 Qxc6 24. Nxc6 Nxd2 25. Ne7+ Kh8 26. Rd1 Rfe8 27. Nc6 Re1+ 28. Rxe1 Nxe1 29. h3 Rc8 30. Nb4 a5 31. Nd5 h5 32. g4 hxg4 33. hxg4 f6 34. Ne7 Rc2 35. Ng6+ Kg8 36. Ne7+ Kf7 37. Nf5 Rxa2 38. Nd6+ Kg6 39. f4 Ndf3+ 40. Kf1 Nd3 41. f5+ Kg5 42. Ne4+ Kxg4 43. Nc3 Rf2# 0-1
 Classical ,Chaturanja,phil1428,0-1,1636,1877,-5.0,5.0,E05,900+0,Normal,1. d4 Nf6 2. Nf3 d5 3. c4 e6 4. g3 dxc4 5. Bg2 Be7 6. Qa4+ Nbd7 7. Qxc4 O-O 8. O-O c5 9. dxc5 Bxc5 10. Rd1 a6 11. b4 Be7 12. Bb2 Nd5 13. Qg4 N7f6 14. Bxf6 Bxf6 15. Nd4 Ne7 16. e3 e5 17. Nf5 Bxf5 18. Rxd8 Bxg4 19. Rxf8+ Kxf8 20. Bxb7 Rb8 21. Be4 Rxb4 22. Nc3 Rc4 23. Rc1 g6 24. f3 Bg5 25. Kf1 Bxe3 26. Rc2 Bh3+ 27. Ke2 Nf5 28. Bxf5 Bxf5 0-1
 Classical ,ChessKing23,Rohan021,0-1,1618,1845,-5.0,5.0,A01,600+0,Normal,1. b3 d5 2. Bb2 d4 3. d3 e5 4. Nd2 Bb4 5. a3 Ba5 6. b4 Bb6 7. c3 a6 8. Ngf3 Nd7 9. Nb3 dxc3 10. Bxc3 f6 11. e3 h5 12. Nbd2 g5 13. Qb3 Ne7 14. Ne4 Ng6 15. Qe6+ Qe7 16. Nxf6+ Nxf6 17. Nxg5 Bxe6 0-1
 Classical ,Kelsonvieira,fakerofchess69,0-1,1637,1871,-5.0,5.0,C44,360+5,Normal,1. e4 e5 2. Nf3 Nc6 3. a3 Nf6 4. d3 Bc5 5. b4 Bd4 6. Ra2 d6 7. Nxd4 Nxd4 8. c3 Be6 9. Rb2 Nc6 10. Be2 O-O 11. Bg5 h6 12. Bh4 a5 13. O-O axb4 14. cxb4 Nd4 15. Nd2 Rxa3 16. Nc4 Bxc4 17. dxc4 g5 18. Bg3 Nxe4 19. f3 Nxg3 20. hxg3 g4 21. fxg4 Rxg3 22. Rc2 Qh4 23. Rf3 Nxf3+ 24. Bxf3 f5 25. Qd5+ Kg7 26. gxf5 Rxf5 27. Qxb7 Rfxf3 28. Qxc7+ Rf7 29. Qxd6 Rg6 30. Qxe5+ Qf6 31. Qe1 Qd4+ 32. Kh2 Rg5 33. c5 Rh5+ 34. Kg3 Qh4# 0-1
 Classical ,LiquidCube,kbx0jwku8,0-1,1266,1819,-1.0,1.0,B21,540+9,Normal,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qe3 g6 5. f4 Bg7 6. g4 d6 7. h3 e5 8. Qb3 Qh4+ 9. Kd1 Nd4 10. Qd5 Qf2 11. Ne2 Nf3 12. Bd2 Bf8 13. Nec3 Nf6 14. Qb3 Nd4 15. Qc4 Qf3+ 16. Ke1 Nxc2# 0-1
 Classical ,PoliticalRealist,aticia,0-1,1623,2114,-1.0,2.0,A01,300+8,Normal,1. b3 Nf6 2. Bb2 d6 3. e3 e5 4. Be2 g6 5. Nf3 Bg7 6. c4 O-O 7. Nc3 Nc6 8. Nd5 Re8 9. d3 Be6 10. e4 Nd7 11. O-O f5 12. Qd2 f4 13. g3 g5 14. Kh1 Kh8 15. Rg1 Rg8 16. h4 g4 17. Ng5 Bxd5 18. cxd5 Ne7 19. Ne6 Qc8 20. gxf4 Ng6 21. f5 Nf4 22. Rac1 Bh6 23. Qe1 Nxe2 24. Qxe2 Bxc1 25. Rxc1 Nc5 26. b4 Nxe6 27. dxe6 Qd8 28. Kg2 Qxh4 29. Rh1 Qg5 30. Bc1 Qg7 31. Rh6 Qe7 32. f6 Qxe6 33. Qf1 Qf7 34. Qh1 Rg6 35. Bg5 Rag8 36. Rxg6 Qxg6 37. Bh6 Qxf6 38. Bg7+ 0-1
 Classical ,jeffrey4444chess,zfab,0-1,1382,1898,-1.0,2.0,B21,480+5,Normal,1. e4 c5 2. d4 cxd4 3. Qxd4 Nc6 4. Qd1 a6 5. Nf3 d6 6. b3 Nf6 7. Bb2 Nxe4 8. Qd5 Qa5+ 9. Nfd2 Qxd5 10. Nxe4 Qxe4+ 11. Be2 Qxc2 12. O-O Qxe2 13. Nc3 Qxb2 14. Na4 Qd4 15. b4 Qxb4 0-1
 Classical ,billyllocaba,Impetus13,0-1,1664,1986,-3.0,4.0,B23,600+0,Normal,1. e4 c5 2. Nc3 e6 3. d3 d5 4. Be2 d4 5. Nb1 Nc6 6. c3 e5 7. cxd4 cxd4 8. f4 Bb4+ 9. Bd2 Bxd2+ 10. Nxd2 exf4 11. Ngf3 Nf6 12. O-O O-O 13. Ng5 Qc7 14. Rc1 h6 15. Ngf3 Ng4 16. Nc4 b5 17. Na3 a6 18. Qb3 Be6 19. Qd1 Ne3 20. Qd2 Nxf1 21. Rxf1 g5 22. Nc2 Rfd8 23. Qe1 Bxa2 24. h4 f6 25. hxg5 hxg5 26. Rf2 Kg7 27. Nh2 Be6 28. Rf3 Rh8 29. g4 Ne5 30. Rf1 Qxc2 31. Qf2 Rxh2 32. Kxh2 Rh8+ 33. Kg2 Bxg4 34. Bxg4 Qxf2+ 35. Rxf2 Nxg4 36. Rf1 Rh2+ 0-1
 Classical ,HonchoIII,leandrothegreat,0-1,1628,1832,-5.0,5.0,A01,600+0,Normal,1. b3 { [%eval -0.29] } 1... Nf6 { [%eval 0.06] } 2. Bb2 { [%eval 0.06] } 2... e6 { [%eval 0.05] } 3. Nc3 { [%eval -0.2] } 3... Nc6 { [%eval 0.0] } 4. Nf3 { [%eval 0.0] } 4... d5 { [%eval -0.01] } 5. d4 { [%eval -0.01] } 5... Bd6 { [%eval -0.06] } 6. e3 { [%eval 0.0] } 6... Ne4?! { [%eval 0.51] } 7. Nxe4 { [%eval 0.48] } 7... dxe4 { [%eval 0.49] } 8. Nd2 { [%eval 0.5] } 8... Bb4?! { [%eval 1.46] } 9. c3 { [%eval 1.3] } 9... Ba5?! { [%eval 1.84] } 10. Nxe4 { [%eval 1.77] } 10... O-O { [%eval 1.83] } 11. Bd3 { [%eval 1.74] } 11... Qh4 { [%eval 2.15] } 12. O-O { [%eval 2.19] } 12... e5 { [%eval 2.13] } 13. g3 { [%eval 1.99] } 13... Qh6 { [%eval 1.86] } 14. b4 { [%eval 1.78] } 14... Bb6 { [%eval 1.96] } 15. a4 { [%eval 1.79] } 15... a6 { [%eval 1.64] } 16. Ba3 { [%eval 1.52] } 16... Nd8?! { [%eval 2.5] } 17. dxe5?! { [%eval 1.82] } 17... f5? { [%eval 3.54] } 18. exf6 { [%eval 3.6] } 18... gxf6 { [%eval 3.86] } 19. f4? { [%eval 1.94] } 19... f5?! { [%eval 2.55] } 20. Nf2 { [%eval 2.31] } 20... Bxe3 { [%eval 2.35] } 21. b5 { [%eval 2.02] } 21... Rf7?! { [%eval 2.75] } 22. Bc4? { [%eval 1.74] } 22... Be6 { [%eval 1.65] } 23. Bxe6 { [%eval 1.72] } 23... Nxe6 { [%eval 1.57] } 24. b6? { [%eval -1.3] } 24... cxb6? { [%eval 0.16] } 25. Bd6?? { [%eval -3.96] } 25... Rg7?? { [%eval 1.42] } 26. Qb3? { [%eval 0.01] } 26... Kh8 { [%eval -0.15] } 27. Be5 { [%eval 0.0] } 27... Qg6? { [%eval 2.69] } 28. Kg2?? { [%eval -1.12] } 28... Nxf4+ { [%eval -0.99] } 29. Kf3? { [%eval -2.36] } 29... Bxf2? { [%eval 0.08] } 30. Rxf2?? { [%eval -7.31] } 30... Qg4+?? { [%eval -1.35] } 31. Ke3 { [%eval -1.36] } 31... Nh3?! { [%eval -0.51] } 32. Rf3?? { [%eval -5.17] } 32... Qe4+ { [%eval -4.93] } 33. Kd2 { [%eval -4.76] } 33... Rd8+ { [%eval -4.54] } 34. Bd4 { [%eval -4.57] } 34... Qxf3 { [%eval -4.41] } 35. Kc2?? { [%eval -12.29] } 35... Qe2+ { [%eval -12.12] } 36. Kb1 { [%eval -12.04] } 36... Rxd4 { [%eval -11.81] } 37. cxd4 { [%eval -11.59] } 37... Qe1+?? { [%eval -4.87] } 38. Ka2 { [%eval -4.87] } 38... Qd2+ { [%eval -4.7] } 39. Ka3?! { [%eval -5.66] } 39... Qxd4?! { [%eval -5.0] } 40. Rd1 { [%eval -5.12] } 40... Qc5+ { [%eval -4.89] } 41. Ka2 { [%eval -4.86] } 41... h6 { [%eval -4.79] } 42. Rd8+?! { [%eval -5.57] } 42... Kh7 { [%eval -5.5] } 43. Rd5 { [%eval -5.56] } 43... Qf2+ { [%eval -5.41] } 44. Ka3?! { [%eval -6.12] } 44... Re7 { [%eval -5.65] } 45. Qxb6?? { [%eval #-6] } 45... Qxb6 { [%eval #-5] } 0-1
 Classical ,andres21,Laertovysk,0-1,1451,2121,-1.0,1.0,B20,900+0,Normal,1. e4 c5 2. d3 Nc6 3. c3 e6 4. Nf3 d5 5. e5 Nge7 6. Bg5 Qb6 7. b3 Ng6 8. g3 Ngxe5 9. Nxe5 Nxe5 10. Be3 d4 11. Bf4 Ng6 12. h4 Nxf4 13. gxf4 Bd7 14. Bg2 Bc6 15. Bxc6+ Qxc6 16. Kd2 Bd6 17. Rg1 Bxf4+ 18. Kc2 g6 19. h5 O-O-O 20. hxg6 hxg6 21. Rg4 g5 22. c4 Rh1 23. Rg1 Rdh8 24. Nd2 Rxg1 25. Qxg1 Qb6 26. a3 Bxd2 27. Kxd2 Qxb3 28. Rb1 Qc3+ 29. Ke2 Qc2+ 30. Kf3 Qxd3+ 31. Kg4 Qe4+ 32. Kg3 Qf4+ 33. Kg2 f5 34. Kf1 g4 35. Qg2 Qf3 36. Qg1 Rh1 0-1
 Classical ,Deymon,davidb218,1-0,1633,1863,18.0,-18.0,B23,360+3,Normal,1. e4 c5 2. Nc3 b6 3. Nf3 Bb7 4. a3 Nc6 5. Bb5 h6 6. Bxc6 Bxc6 7. d4 cxd4 8. Nxd4 Bb7 9. h3 Ba6 10. Bf4 g5 11. Bg3 Bg7 12. Qd2 e6 13. O-O-O Ne7 14. h4 g4 15. f3 gxf3 16. gxf3 Rc8 17. f4 Nc6 18. e5 Bb7 19. Ndb5 Bf8 20. Nd6+ Bxd6 21. exd6 Na5 22. Qd4 Bxh1 23. Qxh8# 1-0
 Classical ,ajb009,seratul,1-0,1664,1828,14.0,-133.0,D07,600+0,Time forfeit,1. d4 { [%eval 0.22] } 1... d5 { [%eval 0.22] } 2. c4 { [%eval 0.23] } 2... dxc4 { [%eval 0.44] } 3. Nc3 { [%eval 0.17] } 3... Nc6 { [%eval 0.36] } 4. e3 { [%eval 0.33] } 4... e6 { [%eval 0.74] } 5. Bxc4 { [%eval 0.66] } 5... Bb4 { [%eval 0.7] } 6. Nf3 { [%eval 0.75] } 6... Nf6 { [%eval 0.64] } 7. Bd2 { [%eval 0.51] } 7... Bxc3 { [%eval 0.83] } 8. Bxc3 { [%eval 0.74] } 8... Ne4 { [%eval 0.89] } 9. O-O { [%eval 0.66] } 9... b6 { [%eval 0.98] } 10. Bb5 { [%eval 1.05] } 10... Bb7? { [%eval 3.98] } 11. Ne5 { [%eval 3.79] } 11... Qd6 { [%eval 3.8] } 12. Qf3? { [%eval 2.43] } 12... f5 { [%eval 2.41] } 13. Qh5+ { [%eval 2.36] } 13... g6 { [%eval 2.36] } 14. Nxg6 { [%eval 2.92] } 14... O-O-O { [%eval 3.0] } 15. Nxh8 { [%eval 2.97] } 15... Rxh8 { [%eval 3.04] } 16. f3 { [%eval 2.99] } 16... Nxc3 { [%eval 2.9] } 17. bxc3 { [%eval 2.9] } 17... Ne7 { [%eval 3.06] } 18. f4? { [%eval 1.43] } 18... Qd5? { [%eval 2.49] } 19. Qf3?? { [%eval -2.68] } 19... Qxb5 { [%eval -2.47] } 20. Qf2? { [%eval -4.34] } 20... Rg8 { [%eval -4.13] } 21. g3 { [%eval -4.34] } 21... Nd5?! { [%eval -3.58] } 22. Rab1?! { [%eval -4.56] } 22... Qc6 { [%eval -4.24] } 23. Qf3?! { [%eval -4.83] } 23... Qxc3?! { [%eval -4.15] } 24. Rfc1 { [%eval -3.79] } 24... Qxe3+ { [%eval -3.81] } 25. Qxe3 { [%eval -3.62] } 25... Nxe3 { [%eval -3.46] } 26. Re1?! { [%eval -4.14] } 26... Be4 { [%eval -3.96] } 27. Rb2 { [%eval -4.35] } 27... Nc4 { [%eval -4.41] } 28. Rb4 { [%eval -4.75] } 28... Nd2 { [%eval -4.7] } 29. Rc1 { [%eval -4.85] } 29... Nf3+ { [%eval -4.83] } 30. Kf2 { [%eval -4.77] } 30... Nxh2 { [%eval -4.66] } 31. Rcc4? { [%eval -6.93] } 31... Ng4+ { [%eval -6.81] } 32. Ke2 { [%eval -6.84] } 32... Nf6 { [%eval -6.79] } 33. Ra4? { [%eval -9.75] } 33... Kb7?? { [%eval -6.15] } 34. Kf2? { [%eval -7.61] } 34... Ng4+? { [%eval -6.3] } 35. Ke2 { [%eval -6.14] } 35... Nh2?! { [%eval -5.16] } 36. Kf2? { [%eval -6.28] } 36... h5 { [%eval -6.29] } 37. Ra3 { [%eval -6.3] } 37... Ng4+ { [%eval -6.17] } 38. Ke2 { [%eval -6.22] } 38... Bd5 { [%eval -6.18] } 39. Rc1 { [%eval -6.55] } 39... Nh2? { [%eval -5.24] } 40. Kf2?! { [%eval -5.85] } 40... Rg7 { [%eval -5.81] } 41. Kg1? { [%eval -6.95] } 41... Nf3+ { [%eval -6.94] } 42. Kf2 { [%eval -6.97] } 42... Nxd4 { [%eval -6.79] } 43. Rd1 { [%eval -7.07] } 43... Nc2?! { [%eval -6.16] } 44. Rc3 { [%eval -6.14] } 44... Nb4 { [%eval -6.07] } 45. a3 { [%eval -6.01] } 45... Nc6 { [%eval -6.0] } 46. a4 { [%eval -6.49] } 46... e5?? { [%eval -0.09] } 47. Rxd5 { [%eval -0.01] } 47... exf4 { [%eval -0.08] } 48. gxf4 { [%eval -0.07] } 48... h4 { [%eval 0.19] } 49. Rh3?! { [%eval -0.57] } 49... Rh7?! { [%eval 0.27] } 50. Rxf5 { [%eval 0.16] } 50... Nd4 { [%eval 0.19] } 51. Rd5 { [%eval 0.14] } 51... Nc2?! { [%eval 1.12] } 52. Rd2 { [%eval 1.01] } 52... Nb4 { [%eval 1.16] } 53. Rb2?! { [%eval 0.21] } 53... Nc6 { [%eval 0.62] } 54. Re2 { [%eval 0.17] } 54... a5 { [%eval 0.64] } 55. Re1 { [%eval 0.3] } 55... Rh5?! { [%eval 1.05] } 56. Reh1 { [%eval 0.65] } 56... Nd4 { [%eval 1.06] } 57. Rxh4 { [%eval 0.65] } 57... Rf5?! { [%eval 1.17] } 58. Rh5? { [%eval -0.01] } 58... Rxf4+ { [%eval -0.01] } 59. Ke3 { [%eval -0.01] } 59... Rf8?? { [%eval 3.39] } 60. Kxd4 { [%eval 3.37] } 1-0
 Classical ,salihbuyurukcu,sadrakcesar77,0-1,1618,2115,-1.0,2.0,C50,900+0,Normal,1. e4 { [%eval 0.28] } 1... e5 { [%eval 0.25] } 2. Bc4 { [%eval 0.12] } 2... Nf6 { [%eval 0.13] } 3. Nf3 { [%eval 0.14] } 3... Nc6 { [%eval 0.11] } 4. Nc3 { [%eval 0.15] } 4... Bc5 { [%eval 0.15] } 5. d3 { [%eval 0.22] } 5... O-O { [%eval 0.14] } 6. h3 { [%eval 0.11] } 6... a6 { [%eval 0.21] } 7. a3 { [%eval -0.06] } 7... b5 { [%eval 0.1] } 8. Ba2 { [%eval 0.2] } 8... Bb7 { [%eval 0.36] } 9. b4 { [%eval 0.12] } 9... Bd4 { [%eval 0.17] } 10. Bb2 { [%eval -0.21] } 10... d5 { [%eval -0.26] } 11. exd5 { [%eval -0.17] } 11... Nxd5 { [%eval -0.17] } 12. Qd2? { [%eval -1.69] } 12... Nxc3 { [%eval -1.53] } 13. Bxc3 { [%eval -1.75] } 13... Bxc3 { [%eval -1.46] } 14. Qxc3 { [%eval -1.38] } 14... Nd4 { [%eval -1.5] } 15. Nxe5 { [%eval -1.49] } 15... Bxg2 { [%eval -1.52] } 16. Rg1 { [%eval -1.54] } 16... Qd6 { [%eval -1.4] } 17. Nxf7? { [%eval -2.76] } 17... Rae8+ { [%eval -2.73] } 18. Kd2?? { [%eval #-2] } 18... Qf4+ { [%eval #-1] } 19. Kd1 { [%eval #-1] } 19... Bf3# 0-1
 Classical ,Qadiri,mehdi271,0-1,1397,1810,-2.0,2.0,C21,1800+0,Normal,1. e4 e5 2. d4 exd4 3. c3 Nf6 4. Qxd4 Nc6 5. Qe3 d6 6. Bc4 h6 7. Ne2 Be7 8. Qd2 Nxe4 9. Bxf7+ Kxf7 10. Qf4+ Nf6 11. Qc4+ d5 12. Qf4 Qd6 13. Qxd6 Bxd6 14. Nd4 Nxd4 15. cxd4 Re8+ 16. Be3 Bf4 17. Nc3 Bxe3 18. fxe3 Rxe3+ 19. Kf2 Re7 20. Rhf1 Bd7 21. Kg1 Bc6 22. Rf5 Rd8 23. Raf1 Kg6 24. R5f3 Ne4 0-1
 Classical ,Frank70,Dazakar,0-1,1554,2138,-1.0,1.0,C50,600+0,Normal,1. e4 e5 2. Bc4 Bc5 3. Nf3 Nc6 4. O-O d6 5. d3 Bg4 6. h3 Bh5 7. Nc3 Nf6 8. a4 a6 9. Ng5 Bxd1 10. Nxd1 d5 11. exd5 Na5 12. Ba2 Qd6 13. Nc3 O-O 14. b4 Bxb4 15. Nce4 Nxe4 16. dxe4 h6 17. Nf3 c5 18. dxc6 Nxc6 19. Be3 Bc3 20. Rad1 Nd4 21. Nxd4 exd4 22. Bc1 b5 23. axb5 axb5 24. Bd5 Ra1 25. Ba3 Rxa3 26. Rb1 b4 27. Rfd1 Qg6 28. Rd3 Ra1 29. Rxa1 Bxa1 30. Rg3 Qb6 31. e5 Qc5 32. Bb7 Qxe5 33. Rf3 Rb8 34. Bc6 b3 35. cxb3 Bc3 36. Ba4 Ra8 37. Rg3 Qe1+ 38. Kh2 Qxf2 39. Rg4 d3 40. Rc4 Be5+ 41. Kh1 Qf1# 0-1
 Classical ,s1609m,TimeTravel_00,0-1,1683,1825,-7.0,7.0,D00,600+0,Normal,1. d4 { [%eval 0.19] } 1... d5 { [%eval 0.19] } 2. e3 { [%eval 0.12] } 2... Bf5 { [%eval 0.11] } 3. c4 { [%eval 0.01] } 3... dxc4 { [%eval 0.49] } 4. Bxc4 { [%eval 0.56] } 4... Nf6 { [%eval 0.44] } 5. Nf3 { [%eval 0.36] } 5... a6 { [%eval 0.79] } 6. Ne5?! { [%eval 0.18] } 6... e6 { [%eval 0.23] } 7. O-O { [%eval 0.16] } 7... Bd6 { [%eval 0.46] } 8. Qf3 { [%eval 0.39] } 8... Be4 { [%eval 0.39] } 9. Qd1 { [%eval 0.09] } 9... b5 { [%eval 0.16] } 10. Bd3?! { [%eval -0.46] } 10... Bxd3 { [%eval 0.03] } 11. Qxd3?? { [%eval -2.97] } 11... Bxe5 { [%eval -2.93] } 12. Qe4?? { [%eval -12.05] } 12... Nxe4 { [%eval -12.01] } 0-1
 Classical ,bembeng08,fakerofchess69,1-0,1659,1876,18.0,-17.0,C22,480+0,Normal,1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd1 Bc5 5. Nc3 d6 6. Bd3 Nf6 7. Qe2 O-O 8. h3 Re8 9. Nf3 Bf5 10. O-O d5 11. e5 Nd7 12. Bxf5 Ndxe5 13. Nxe5 Rxe5 14. Qb5 Bb6 15. Bg4 d4 16. Qb3 dxc3 17. Qxc3 Rc5 18. Qg3 Rxc2 19. b3 Qd4 20. Bf5 Qxa1 21. Bxc2 Qxa2 22. Be4 Qxb3 23. Qxb3 Nd4 24. Qc4 Re8 25. Bxb7 h6 26. Rd1 Ne2+ 27. Kh1 Bxf2 28. Qxc7 Ng3+ 29. Kh2 Ne2 30. Rd8 Bg3+ 31. Qxg3 Nxg3 32. Rxe8+ Kh7 33. Kxg3 a5 34. Ra8 f6 35. Be4+ g6 36. Ra7+ Kg8 37. Bxh6 f5 38. Bc2 g5 39. Bxf5 a4 40. Bxg5 Kf8 41. Bc1 Ke8 42. Bc2 a3 43. Bxa3 Kd8 44. Bc1 Ke8 45. h4 Kd8 46. h5 Ke8 47. h6 Kf8 48. h7 Ke8 49. h8=Q# 1-0
